,averagerating,numvotes,title,genres,Sport,Fantasy,Mystery,War,Biography,Drama,Comedy,History,Crime,Horror,Family,Adventure,Romance,Documentary,Sci-Fi,Action,Thriller,Music,Animation,year,dom_gross,for_gross,world_gross
165,3.9,102,The Pyramid,Horror,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2014,2800000.0,14100000.0,16900000.0
166,6.6,9280,Words and Pictures,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2014,2200000.0,1200000.0,3400000.0
167,6.3,2623,Lost in Thailand,"Adventure,Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,2013,57400.0,197700000.0,197757400.0
168,6.0,5690,The Keeping Room,"Drama,Western",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,27200.0,,
169,7.6,176469,Hell or High Water,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2016,27000000.0,10900000.0,37900000.0
170,6.2,93103,Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family",False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2014,113700000.0,249500000.0,363200000.0
171,6.7,32953,The Salvation,"Drama,Western",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,44900.0,,
172,6.8,25902,The Old Man & the Gun,"Biography,Comedy,Crime",False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2018,11300000.0,,
173,7.5,10155,"20,000 Days on Earth","Documentary,Drama,Music",False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2014,280000.0,1800000.0,2080000.0
174,6.5,6380,Alone in Berlin,"Drama,History,War",False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2017,33100.0,,
175,6.9,4167,He Named Me Malala,Documentary,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2015,2700000.0,97100.0,2797100.0
176,6.1,46,Rocky,"Action,Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,1976,117235147.0,107764853.0,225000000.0
177,6.5,36105,Sleeping with Other People,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2015,819000.0,2400000.0,3219000.0
178,5.0,492,The Bounce Back,"Comedy,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2016,321910.0,99494.0,421404.0
179,6.5,408,Shorts,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2009,20919166.0,8951635.0,29870801.0
180,6.4,24058,Tale of Tales,"Drama,Fantasy,Horror",False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2016,119000.0,,
181,7.5,116832,Still Alice,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,18800000.0,25100000.0,43900000.0
182,6.4,2212,Next Time I'll Aim for the Heart,"Crime,Drama,Thriller",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,2016,800.0,,
183,6.0,1154,That Demon Within,"Action,Crime",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2014,172000.0,,
184,6.3,3574,Chevalier,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2016,25700.0,,
185,6.2,376,Cursed,"Drama,War",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2005,19294901.0,5820000.0,25114901.0
186,6.2,331,God's Own Country,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,336000.0,,
187,7.2,28438,Bajirao Mastani,"Action,Drama,History",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,2015,6600000.0,,
188,6.7,36479,Godzilla: King of the Monsters,"Action,Adventure,Fantasy",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2019,85576941.0,213700000.0,299276941.0
189,6.7,97963,The Equalizer 2,"Action,Crime,Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2018,102100000.0,88300000.0,190400000.0
190,7.7,45482,Only the Brave,"Action,Biography,Drama",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2017,18340051.0,6215126.0,24555177.0
191,6.9,32591,The Stanford Prison Experiment,"Biography,Drama,History",False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2015,661000.0,,
192,7.5,77703,42,"Biography,Drama,Sport",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2013,95020213.0,2450488.0,97470701.0
193,7.3,223464,The Descendants,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2011,82600000.0,94700000.0,177300000.0
194,5.6,223,Noah,Animation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2014,101200000.0,261399999.0,362599999.0
195,8.1,1005960,Shutter Island,"Mystery,Thriller",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2010,128000000.0,166800000.0,294800000.0
196,6.0,3056,A Tale of Love and Darkness,"Biography,Drama,History",False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2016,572000.0,,
197,6.3,41608,You Will Meet a Tall Dark Stranger,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2010,3200000.0,31000000.0,34200000.0
198,6.2,38640,Diary of a Wimpy Kid,"Comedy,Drama,Family",False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,2010,64000000.0,11700000.0,75700000.0
199,6.1,11353,Kites,"Action,Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2010,1600000.0,1300000.0,2900000.0
200,4.5,44054,Ouija,"Horror,Mystery,Thriller",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2014,50900000.0,52700000.0,103600000.0
201,6.8,99037,Out of the Furnace,"Crime,Drama,Thriller",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,2013,11300000.0,4300000.0,15600000.0
202,6.4,176499,Ghost in the Shell,"Action,Drama,Sci-Fi",False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,2017,40563557.0,127347133.0,167910690.0
203,6.0,152992,Immortals,"Action,Drama,Fantasy",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2011,83500000.0,143400000.0,226900000.0
204,7.1,58342,The Devil's Double,"Biography,Drama,Thriller",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2011,1400000.0,,
205,5.5,36767,The Spy Next Door,"Action,Comedy,Family",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,2010,24300000.0,20900000.0,45200000.0
206,6.6,1266,The Human Resources Manager,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2011,64000.0,329000.0,393000.0
207,5.9,12028,The Oranges,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2012,366000.0,,
208,5.8,63231,Oldboy,"Action,Drama,Mystery",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2005,707391.0,5532332.0,6239723.0
209,5.0,211733,The Twilight Saga: Eclipse,"Adventure,Drama,Fantasy",False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2010,300500000.0,398000000.0,698500000.0
210,6.8,107625,If I Stay,"Drama,Fantasy,Music",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2014,50500000.0,28400000.0,78900000.0
211,6.5,50545,Stand Up Guys,"Comedy,Crime,Thriller",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,2013,3300000.0,,
212,8.1,780910,Mad Max: Fury Road,"Action,Adventure,Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2015,153600000.0,224800000.0,378400000.0
213,7.3,79810,Submarine,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2011,468000.0,397000.0,865000.0
214,6.7,30457,This Must Be the Place,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,144000.0,11600000.0,11744000.0
215,8.1,392699,The Help,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,169700000.0,46900000.0,216600000.0
216,6.5,38749,Stake Land,"Drama,Horror,Sci-Fi",False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2011,33200.0,,
217,6.8,23995,Heartbreaker,"Comedy,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2010,504000.0,46900000.0,47404000.0
218,7.8,304179,The Lego Movie,"Action,Adventure,Animation",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2014,257784718.0,199944670.0,457729388.0
219,6.7,4722,3,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2011,59774.0,235718.0,295492.0
220,6.4,9543,Potiche,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2011,1600000.0,21600000.0,23200000.0
221,5.3,48148,The Dilemma,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2011,48500000.0,21200000.0,69700000.0
222,6.8,2642,Knuckle,"Biography,Documentary,Drama",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2011,2600.0,,
223,7.2,1566,The Arbor,"Biography,Documentary,Drama",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2011,21600.0,105000.0,126600.0
224,6.1,11248,Violet & Daisy,"Action,Comedy,Crime",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,2013,17200.0,,
225,5.7,6921,I Hate Luv Storys,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2010,848000.0,14900000.0,15748000.0
226,6.6,71519,Entourage,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2015,32400000.0,16900000.0,49300000.0
227,5.9,8285,Mere Brother Ki Dulhan,"Comedy,Family,Romance",False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,2011,496000.0,,
228,6.3,484,Widows,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2018,42400000.0,33600000.0,76000000.0
229,7.9,15992,Ernest & Celestine,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2014,262000.0,4800000.0,5062000.0
230,5.3,20153,Passion,"Drama,Mystery,Thriller",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2013,92200.0,,
231,5.4,36,Crossroads,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2002,37188667.0,19811333.0,57000000.0
232,6.6,33983,Hunter Killer,"Action,Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2018,15800000.0,,
233,6.2,577,Extraordinary Mission,"Action,Crime",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2017,54200.0,,
234,6.0,8044,The Kid Who Would Be King,"Action,Adventure,Family",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,2019,16790790.0,11557656.0,28348446.0
